customer_id,age,gender,annual_income,occupation,education,marital_status,city_tier,existing_investment_amount,number_of_dependents,risk_appetite,credit_score,customer_tenure_months,app_usage_minutes_per_week,marketing_calls_received,email_open_rate,past_sip_holder,invested
QMF00717,61,Female,641000,Salaried,Post-Graduate,Married,Tier-1,88000,0,Low,689,3,83,2,0.052,0,1
QMF00718,53,Male,380000,Self-Employed,High School,Married,Tier-3,166000,2,Medium,690,38,57,5,0.457,0,1
QMF00719,55,Female,285000,Self-Employed,Graduate,Married,Tier-1,57000,0,Low,682,42,5,6,0.22,0,1
QMF00720,49,Male,376000,Salaried,Graduate,Married,Tier-3,172000,1,Medium,854,40,30,4,0.507,0,0
QMF00721,52,Male,308000,Salaried,Graduate,Single,Tier-2,308000,0,Low,768,50,38,4,0.118,1,0
QMF00722,29,Female,385000,Business,Graduate,Single,Tier-1,41000,2,Low,703,35,44,2,0.253,1,1
QMF00723,60,Female,550000,Salaried,Graduate,Single,Tier-1,579000,3,Medium,615,24,50,3,0.318,0,0
QMF00724,47,Male,345000,Salaried,Graduate,Single,Tier-1,73000,2,Low,656,17,16,5,0.639,0,1
QMF00725,55,Male,296000,Salaried,High School,Single,Tier-3,47000,1,High,809,40,42,2,0.382,0,0
QMF00726,24,Male,195000,Business,Graduate,Married,Tier-1,82000,2,Low,634,66,35,3,0.674,1,1
QMF00727,33,Male,498000,Salaried,Graduate,Single,Tier-1,15000,0,Medium,666,44,77,3,0.387,0,1
QMF00728,22,Female,439000,Salaried,High School,Married,Tier-2,20000,3,Low,662,23,15,3,0.438,0,0
QMF00729,65,Male,189000,Salaried,Post-Graduate,Married,Tier-2,80000,0,Medium,709,6,44,4,0.616,0,1
QMF00730,26,Male,574000,Retired,Graduate,Married,Tier-2,216000,4,High,645,66,24,3,0.384,0,0
QMF00731,51,Male,187000,Salaried,Post-Graduate,Single,Tier-2,346000,2,High,694,21,100,0,0.368,0,1
QMF00732,51,Male,638000,Business,Graduate,Single,Tier-1,164000,2,Low,646,35,82,3,0.434,1,0
QMF00733,38,Male,529000,Salaried,Post-Graduate,Married,Tier-3,17000,2,Medium,785,29,0,2,0.577,1,1
QMF00734,44,Male,456000,Salaried,Post-Graduate,Single,Tier-1,167000,1,Medium,625,7,21,6,0.446,0,0
QMF00735,36,Male,294000,Business,Post-Graduate,Single,Tier-1,151000,2,Low,758,53,71,1,0.041,0,0
QMF00736,58,Male,497000,Salaried,Graduate,Married,Tier-2,246000,0,Low,633,37,58,2,0.163,0,0
QMF00737,42,Female,655000,Business,Post-Graduate,Married,Tier-2,262000,2,High,611,23,57,2,0.517,0,1
QMF00738,35,Male,502000,Retired,Graduate,Single,Tier-1,304000,2,High,623,8,50,1,0.422,0,1
QMF00739,23,Female,251000,Business,Graduate,Married,Tier-2,80000,3,High,543,48,73,4,0.471,0,1
QMF00740,32,Male,420000,Salaried,Graduate,Single,Tier-1,180000,1,Medium,715,10,68,5,0.17,1,1
QMF00741,60,Female,675000,Business,Graduate,Married,Tier-1,47000,0,Medium,586,24,36,2,0.676,0,1
QMF00742,59,Female,1214000,Salaried,Graduate,Married,Tier-3,1098000,1,Low,651,47,9,4,0.243,0,1
QMF00743,55,Female,324000,Business,Post-Graduate,Single,Tier-1,29000,2,Low,740,53,0,4,0.031,0,1
QMF00744,59,Female,581000,Self-Employed,High School,Single,Tier-1,2000,0,Low,738,39,41,3,0.769,0,1
QMF00745,55,Male,676000,Business,Graduate,Single,Tier-3,24000,1,Medium,565,67,0,4,0.509,0,1
QMF00746,39,Male,232000,Salaried,Graduate,Single,Tier-3,224000,3,Medium,704,66,52,2,0.159,0,0
QMF00747,51,Male,965000,Salaried,Graduate,Single,Tier-2,89000,2,High,771,6,35,2,0.728,0,1
QMF00748,36,Female,202000,Salaried,Graduate,Single,Tier-2,89000,1,High,629,21,103,3,0.552,1,0
QMF00749,48,Male,565000,Business,Graduate,Married,Tier-2,465000,1,High,721,36,55,3,0.238,0,0
QMF00750,55,Male,428000,Salaried,High School,Married,Tier-3,378000,2,High,588,3,44,2,0.809,0,0
QMF00751,59,Female,373000,Salaried,Graduate,Married,Tier-3,56000,1,Low,710,42,0,2,0.421,0,0
QMF00752,54,Female,1470000,Business,Graduate,Single,Tier-1,35000,2,Medium,690,45,7,6,0.339,0,1
QMF00753,45,Female,307000,Self-Employed,Graduate,Married,Tier-1,283000,0,Medium,732,44,65,2,0.764,0,1
QMF00754,36,Female,304000,Salaried,High School,Married,Tier-2,355000,3,Low,727,33,35,4,0.123,1,0
QMF00755,51,Female,753000,Self-Employed,Post-Graduate,Married,Tier-2,117000,1,High,571,60,121,2,0.118,0,1
QMF00756,63,Male,551000,Salaried,High School,Single,Tier-2,149000,1,High,690,70,42,4,0.811,0,1
QMF00757,38,Male,733000,Salaried,Post-Graduate,Single,Tier-2,45000,2,Low,796,26,50,3,0.316,0,0
QMF00758,26,Male,386000,Salaried,Graduate,Married,Tier-3,242000,2,Low,505,21,5,0,0.689,0,1
QMF00759,50,Male,431000,Salaried,Graduate,Single,Tier-1,150000,0,Medium,757,2,73,4,0.319,0,1
QMF00760,25,Female,1030000,Salaried,Post-Graduate,Married,Tier-1,105000,2,Medium,808,47,17,2,0.192,1,1
QMF00761,31,Male,229000,Self-Employed,Graduate,Married,Tier-1,9000,1,High,561,30,60,2,0.149,0,0
QMF00762,38,Female,342000,Salaried,Post-Graduate,Single,Tier-1,371000,3,Low,626,27,69,3,0.077,1,0
QMF00763,31,Male,562000,Salaried,Graduate,Married,Tier-1,143000,3,Low,721,71,47,6,0.272,0,0
QMF00764,38,Female,325000,Retired,Graduate,Single,Tier-1,32000,1,Low,609,20,97,5,0.166,0,0
QMF00765,41,Female,265000,Salaried,Post-Graduate,Married,Tier-2,140000,3,Low,789,50,26,5,0.223,0,1
QMF00766,45,Male,509000,Salaried,Post-Graduate,Married,Tier-3,170000,1,Low,764,23,95,0,0.281,0,0
QMF00767,26,Male,755000,Business,Post-Graduate,Single,Tier-2,112000,0,High,569,13,6,4,0.182,0,1
QMF00768,55,Male,335000,Retired,Graduate,Married,Tier-2,190000,4,Medium,620,4,68,4,0.702,1,0
QMF00769,27,Male,330000,Business,Post-Graduate,Single,Tier-1,131000,2,Medium,741,14,40,3,0.238,0,1
QMF00770,23,Male,254000,Self-Employed,Graduate,Single,Tier-2,443000,1,Low,738,20,23,4,0.837,0,0
QMF00771,34,Male,308000,Business,Graduate,Married,Tier-2,8000,1,Low,857,13,0,2,0.874,1,0
QMF00772,64,Male,657000,Salaried,Graduate,Married,Tier-2,17000,1,High,609,3,37,2,0.446,0,1
QMF00773,64,Female,379000,Business,Graduate,Married,Tier-1,29000,4,Medium,796,47,35,1,0.367,1,0
QMF00774,32,Male,233000,Salaried,Graduate,Married,Tier-1,176000,0,Medium,606,3,50,5,0.579,0,1
QMF00775,44,Female,418000,Retired,Graduate,Married,Tier-1,156000,1,Medium,720,1,66,2,0.077,0,0
QMF00776,37,Male,646000,Salaried,Graduate,Married,Tier-2,334000,1,Low,751,24,20,0,0.617,0,1
QMF00777,52,Female,266000,Self-Employed,Graduate,Married,Tier-3,198000,1,Medium,440,35,97,3,0.304,0,1
QMF00778,32,Male,180000,Salaried,Graduate,Married,Tier-3,106000,1,Low,752,14,28,3,0.273,1,0
QMF00779,37,Male,1209000,Business,Graduate,Single,Tier-2,721000,0,High,790,67,63,4,0.135,1,1
QMF00780,29,Female,180000,Salaried,Graduate,Single,Tier-2,46000,0,Low,767,13,47,2,0.419,0,0
QMF00781,25,Male,297000,Business,Post-Graduate,Single,Tier-3,269000,1,Medium,844,47,39,4,0.5,0,1
QMF00782,61,Female,412000,Business,Graduate,Married,Tier-1,83000,3,Low,757,50,46,4,0.766,0,0
QMF00783,25,Female,312000,Salaried,Graduate,Single,Tier-1,157000,0,Medium,637,26,16,0,0.12,0,1
QMF00784,46,Male,348000,Business,Graduate,Married,Tier-3,195000,2,High,779,3,33,1,0.428,0,1
QMF00785,24,Male,497000,Business,Post-Graduate,Single,Tier-1,151000,2,Medium,632,51,4,4,0.383,0,1
QMF00786,53,Male,180000,Self-Employed,High School,Single,Tier-3,23000,3,Medium,686,40,28,1,0.705,1,0
QMF00787,24,Female,180000,Salaried,Post-Graduate,Married,Tier-3,88000,3,High,746,68,30,3,0.236,0,0
QMF00788,48,Male,371000,Salaried,Post-Graduate,Single,Tier-2,124000,1,Medium,715,36,70,2,0.203,1,1
QMF00789,50,Male,290000,Salaried,Graduate,Single,Tier-3,284000,0,Low,788,51,35,3,0.172,0,1
QMF00790,53,Male,389000,Salaried,Post-Graduate,Single,Tier-2,88000,1,Low,879,1,31,0,0.476,1,1
QMF00791,40,Female,411000,Retired,Post-Graduate,Single,Tier-2,377000,1,Medium,589,33,51,0,0.787,0,1
QMF00792,42,Male,180000,Salaried,Graduate,Married,Tier-1,87000,2,Medium,653,7,50,4,0.725,0,0
QMF00793,26,Male,730000,Business,Graduate,Married,Tier-1,119000,2,Low,705,52,27,1,0.755,1,1
QMF00794,39,Female,275000,Salaried,Graduate,Married,Tier-1,239000,3,Low,642,11,56,2,0.693,1,1
QMF00795,49,Female,225000,Salaried,High School,Single,Tier-2,131000,0,High,673,27,39,1,0.112,1,0
QMF00796,63,Male,406000,Business,Post-Graduate,Married,Tier-1,484000,3,Low,742,14,27,5,0.189,0,1
QMF00797,43,Male,384000,Business,Post-Graduate,Single,Tier-1,162000,1,Medium,731,46,30,1,0.235,1,1
QMF00798,42,Male,700000,Salaried,Graduate,Married,Tier-1,111000,1,Low,699,10,73,3,0.567,0,0
QMF00799,27,Female,421000,Salaried,Graduate,Married,Tier-2,4000,1,High,691,24,31,2,0.572,0,0
QMF00800,22,Male,685000,Salaried,Graduate,Married,Tier-3,80000,2,Low,662,61,52,3,0.19,0,0
